Occupation Type,ANZSCO Code,Sub-Profile Code,ANZSCO Title,Technology Tool,Emerging/Trending,Technology Tool ID
NEC category occupation,312999,N02,Biomedical Technician,Business intelligence and decision support software,,31010
NEC category occupation,312999,N02,Biomedical Technician,Configuration management software,,31012
NEC category occupation,312999,N02,Biomedical Technician,Electrical and electronic systems measurement instruments,,31023
NEC category occupation,312999,N02,Biomedical Technician,Enterprise application integration software,,31024
NEC category occupation,312999,N02,Biomedical Technician,Enterprise resource planning ERP software,,31025
NEC category occupation,312999,N02,Biomedical Technician,Graphics or photo imaging software,,31033
NEC category occupation,312999,N02,Biomedical Technician,Industrial control and automation software,,31036
NEC category occupation,312999,N02,Biomedical Technician,Medical imaging apparatus,,31045
NEC category occupation,312999,N02,Biomedical Technician,Patient management systems and electronic health records,,31052
NEC category occupation,312999,N02,Biomedical Technician,Project management software,,31056
NEC category occupation,312999,N02,Biomedical Technician,Radiation therapy equipment,,31058
NEC category occupation,312999,N02,Biomedical Technician,Regulatory compliance software,,31060
NEC category occupation,312999,N02,Biomedical Technician,Scientific instruments,,31062
NEC category occupation,312999,N02,Biomedical Technician,Software development and programming languages,,31064
NEC category occupation,312999,N02,Biomedical Technician,Statistical and data analysis software,,31066
NEC category occupation,312999,N02,Biomedical Technician,Technical design and modelling software (2D and 3D),,31067
NEC category occupation,313199,N01,Applications Packager,Application and load testing software,,31003
NEC category occupation,313199,N01,Applications Packager,Application server software,,31004
NEC category occupation,313199,N01,Applications Packager,Audio/video conferencing software,,31005
NEC category occupation,313199,N01,Applications Packager,Business intelligence and decision support software,,31010
NEC category occupation,313199,N01,Applications Packager,Configuration management software,,31012
NEC category occupation,313199,N01,Applications Packager,Content workflow software,,31013
NEC category occupation,313199,N01,Applications Packager,Customer relationship management CRM software,,31015
NEC category occupation,313199,N01,Applications Packager,Document management and code versioning software,,31020
NEC category occupation,313199,N01,Applications Packager,E-learning software,,31022
NEC category occupation,313199,N01,Applications Packager,Enterprise application integration software,,31024
NEC category occupation,313199,N01,Applications Packager,Enterprise system management software,,31026
NEC category occupation,313199,N01,Applications Packager,File storage technologies,,31028
NEC category occupation,313199,N01,Applications Packager,Financial analysis software,,31029
NEC category occupation,313199,N01,Applications Packager,Financial and commodities services software,,31030
NEC category occupation,313199,N01,Applications Packager,Industrial control and automation software,,31036
NEC category occupation,313199,N01,Applications Packager,Instant messaging software,,31038
NEC category occupation,313199,N01,Applications Packager,Network monitoring software,,31048
NEC category occupation,313199,N01,Applications Packager,Network security and virtual private network VPN software,,31049
NEC category occupation,313199,N01,Applications Packager,Project management software,,31056
NEC category occupation,313199,N01,Applications Packager,Remote access software,,31061
NEC category occupation,313199,N01,Applications Packager,Software development and programming languages,,31064
NEC category occupation,313199,N01,Applications Packager,Statistical and data analysis software,,31066
NEC category occupation,313199,N01,Applications Packager,Video creation and editing software,,31068
NEC category occupation,313199,N01,Applications Packager,Web page creation and editing software,,31070
NEC category occupation,313199,N02,Computer Systems Technician,Application and load testing software,,31003
NEC category occupation,313199,N02,Computer Systems Technician,Application server software,,31004
NEC category occupation,313199,N02,Computer Systems Technician,Business intelligence and decision support software,,31010
NEC category occupation,313199,N02,Computer Systems Technician,Configuration management software,,31012
NEC category occupation,313199,N02,Computer Systems Technician,Customer relationship management CRM software,,31015
NEC category occupation,313199,N02,Computer Systems Technician,Document management and code versioning software,,31020
NEC category occupation,313199,N02,Computer Systems Technician,Enterprise application integration software,,31024
NEC category occupation,313199,N02,Computer Systems Technician,Enterprise resource planning ERP software,,31025
NEC category occupation,313199,N02,Computer Systems Technician,Enterprise system management software,,31026
NEC category occupation,313199,N02,Computer Systems Technician,Financial and commodities services software,,31030
NEC category occupation,313199,N02,Computer Systems Technician,Graphics or photo imaging software,,31033
NEC category occupation,313199,N02,Computer Systems Technician,Instant messaging software,,31038
NEC category occupation,313199,N02,Computer Systems Technician,Network monitoring software,,31048
NEC category occupation,313199,N02,Computer Systems Technician,Network security and virtual private network VPN software,,31049
NEC category occupation,313199,N02,Computer Systems Technician,Project management software,,31056
NEC category occupation,313199,N02,Computer Systems Technician,Remote access software,,31061
NEC category occupation,313199,N02,Computer Systems Technician,Software development and programming languages,,31064
NEC category occupation,313199,N02,Computer Systems Technician,Technical design and modelling software (2D and 3D),,31067
NEC category occupation,323299,N01,Printing Engineer,Business intelligence and decision support software,,31010
NEC category occupation,323299,N01,Printing Engineer,Document management and code versioning software,,31020
NEC category occupation,323299,N01,Printing Engineer,Enterprise resource planning ERP software,,31025
NEC category occupation,323299,N01,Printing Engineer,File storage technologies,,31028
NEC category occupation,323299,N01,Printing Engineer,Financial analysis software,,31029
NEC category occupation,323299,N01,Printing Engineer,Graphics or photo imaging software,,31033
NEC category occupation,323299,N01,Printing Engineer,Industrial control and automation software,,31036
NEC category occupation,323299,N01,Printing Engineer,Inventory management software,,31039
NEC category occupation,323299,N01,Printing Engineer,Project management software,,31056
NEC category occupation,323299,N01,Printing Engineer,Scientific instruments,,31062
NEC category occupation,361199,N01,Animal Trainer,Business intelligence and decision support software,,31010
NEC category occupation,361199,N01,Animal Trainer,Enterprise resource planning ERP software,,31025
NEC category occupation,361199,N01,Animal Trainer,Financial and commodities services software,,31030
